townland_name,has_parish,has_barony,has_county,detected_at
GOLDENFORT,False,False,False,2026-06-09
KILL,False,False,False,2026-06-09
MANGER,False,False,False,2026-06-09
MATTYMOUNT,False,False,False,2026-06-09
RAHEEN ED DONAGHMORE,False,False,False,2026-06-09
RAMPERE,False,False,False,2026-06-09
RATHBRAN,False,False,False,2026-06-09
SAUNDERSGROVE,False,False,False,2026-06-09
SAUNDERSGROVE HILL,False,False,False,2026-06-09
SCURLOGUE,False,False,False,2026-06-09
STRATFORD,False,False,False,2026-06-09
TUCKMILL HILL,False,False,False,2026-06-09
TUCKMILL LOWER,False,False,False,2026-06-09
TUCKMILL UPPER,False,False,False,2026-06-09
WINETAVERN,False,False,False,2026-06-09
STRATFORD T,False,False,False,2026-06-09
BALTYNATONE FEVER HOSPITAL,False,False,False,2026-06-09
BALLYHURTIM,False,False,False,2026-06-09
BALLYLAFFIN,False,False,False,2026-06-09
COONANSTOWN,False,False,False,2026-06-09
CROSSOGE,False,False,False,2026-06-09
MULLANS,False,False,False,2026-06-09
RATHSALLAGH,False,False,False,2026-06-09
RATHSALLAGH DEMESNE,False,False,False,2026-06-09
ROTTENHILL,False,False,False,2026-06-09
BALLYCORE,False,False,False,2026-06-09
RATHTOOLE,False,False,False,2026-06-09
ABARTAGH,False,False,False,2026-06-09
ABBERANVILLE,False,False,False,2026-06-09
ABBERT,False,False,False,2026-06-09
ABBERT DEMESNE,False,False,False,2026-06-09
ABBEY,False,False,False,2026-06-09
ABBEY EAST,False,False,False,2026-06-09
ABBEY ISLAND,False,False,False,2026-06-09
ABBEY LAND,False,False,False,2026-06-09
ABBEY LANDS,False,False,False,2026-06-09
ABBEY PARK,False,False,False,2026-06-09
ABBEY WEST,False,False,False,2026-06-09
ABBEYCARTRON,False,False,False,2026-06-09
ABBEYDERG,False,False,False,2026-06-09
ABBEYDOWN,False,False,False,2026-06-09
ABBEYFARM,False,False,False,2026-06-09
ABBEYFEALE EAST,False,False,False,2026-06-09
ABBEYFEALE WEST,False,False,False,2026-06-09
ABBEYFIELD,False,False,False,2026-06-09
ABBEYGORMACAN,False,False,False,2026-06-09
ABBEYGREY,False,False,False,2026-06-09
ABBEYGROVE,False,False,False,2026-06-09
ABBEYHALFQUARTER,False,False,False,2026-06-09
ABBEYLAND,False,False,False,2026-06-09
ABBEYLAND GREAT,False,False,False,2026-06-09
ABBEYLAND LITTLE,False,False,False,2026-06-09
ABBEYLAND NORTH,False,False,False,2026-06-09
ABBEYLAND SOUTH,False,False,False,2026-06-09
ABBEYLAND AND CHARLESTOWN OR BALLYNAMONASTER,False,False,False,2026-06-09
ABBEYLARA,False,False,False,2026-06-09
ABBEYLEIX DEMESNE,False,False,False,2026-06-09
ABBEYMAHON,False,False,False,2026-06-09
ABBEYPARK,False,False,False,2026-06-09
ABBEYQUARTER,False,False,False,2026-06-09
ABBEYQUARTER NORTH,False,False,False,2026-06-09
ABBEYQUARTER SOUTH,False,False,False,2026-06-09
ABBEYSHRULE,False,False,False,2026-06-09
ABBEYSIDE,False,False,False,2026-06-09
ABBEYSTROWRY,False,False,False,2026-06-09
ABBEYTOWN,False,False,False,2026-06-09
ABBEYVILLE,False,False,False,2026-06-09
ABBEYVILLE OR ARDLAHERTY,False,False,False,2026-06-09
ABBOTSTOWN,False,False,False,2026-06-09
ABELSTOWN,False,False,False,2026-06-09
ABERNADOORNY,False,False,False,2026-06-09
ABLINGTON,False,False,False,2026-06-09
ABLINTOWN,False,False,False,2026-06-09
ABOCURRAGH,False,False,False,2026-06-09
ABOHILL,False,False,False,2026-06-09
ACANTHA,False,False,False,2026-06-09
ACARREAGH,False,False,False,2026-06-09
ACAUN,False,False,False,2026-06-09
ACHILLBEG ISLAND,False,False,False,2026-06-09
ACHONRY,False,False,False,2026-06-09
ACLAMON,False,False,False,2026-06-09
ACLARE,False,False,False,2026-06-09
ACLARE COTTAGE DEMESNE,False,False,False,2026-06-09
ACLARE HOUSE DEMESNE,False,False,False,2026-06-09
ACLINT,False,False,False,2026-06-09
ACRABOY,False,False,False,2026-06-09
ACRAGAR,False,False,False,2026-06-09
ACRAROE,False,False,False,2026-06-09
ACRAVALLY,False,False,False,2026-06-09
ACRE BEG,False,False,False,2026-06-09
ACRE EAST,False,False,False,2026-06-09
ACRE MCCRICKET,False,False,False,2026-06-09
ACRE MORE,False,False,False,2026-06-09
ACRE WEST,False,False,False,2026-06-09
ACRENAKIRKA,False,False,False,2026-06-09
ACRES,False,False,False,2026-06-09
ACTON,False,False,False,2026-06-09
ADAM'S ISLAND,False,False,False,2026-06-09
ADAMSTOWN,False,False,False,2026-06-09
ADAMSTOWN LOWER,False,False,False,2026-06-09
ADAMSTOWN UPPER,False,False,False,2026-06-09
ADAMSWOOD,False,False,False,2026-06-09
ADARE,False,False,False,2026-06-09
ADDANSTOWN,False,False,False,2026-06-09
ADDERGOLE,False,False,False,2026-06-09
ADDERGOOLE,False,False,False,2026-06-09
ADDERGOOLE BEG,False,False,False,2026-06-09
ADDERGOOLE MORE,False,False,False,2026-06-09
ADDERGOOLE NORTH,False,False,False,2026-06-09
ADDERGOOLE SOUTH,False,False,False,2026-06-09
ADDERGOOLE WEST,False,False,False,2026-06-09
ADDERGOWN,False,False,False,2026-06-09
ADDERVILLE,False,False,False,2026-06-09
ADDERWAL,False,False,False,2026-06-09
ADDINSTOWN,False,False,False,2026-06-09
ADDRAGOOL,False,False,False,2026-06-09
ADDRIGOOLE,False,False,False,2026-06-09
ADDROON,False,False,False,2026-06-09
ADERAVOHER,False,False,False,2026-06-09
ADEREEN,False,False,False,2026-06-09
ADERG,False,False,False,2026-06-09
ADERRIG,False,False,False,2026-06-09
ADMIRAN,False,False,False,2026-06-09
ADOON,False,False,False,2026-06-09
ADRAGOOL,False,False,False,2026-06-09
ADRAMONE BEG,False,False,False,2026-06-09
ADRAMONE MORE,False,False,False,2026-06-09
ADRAVAL,False,False,False,2026-06-09
ADRIGOLE,False,False,False,2026-06-09
ADRIGOOL,False,False,False,2026-06-09
ADRIVALE,False,False,False,2026-06-09
ADRUEL,False,False,False,2026-06-09
AFADDY,False,False,False,2026-06-09
AFFANE,False,False,False,2026-06-09
AFFANE HUNTER,False,False,False,2026-06-09
AFFICK,False,False,False,2026-06-09
AFFOLEY,False,False,False,2026-06-09
AFFOLUS,False,False,False,2026-06-09
AFFOULEY,False,False,False,2026-06-09
AFOLEY,False,False,False,2026-06-09
AGALL,False,False,False,2026-06-09
AGERAGH,False,False,False,2026-06-09
AGGARD BEG,False,False,False,2026-06-09
AGGARD MORE,False,False,False,2026-06-09
AGHA,False,False,False,2026-06-09
AGHABANE,False,False,False,2026-06-09
AGHABEG,False,False,False,2026-06-09
AGHABEG EAST,False,False,False,2026-06-09
AGHABEG MIDDLE,False,False,False,2026-06-09
AGHABEG WEST,False,False,False,2026-06-09
AGHABEHY,False,False,False,2026-06-09
AGHABNEILL,False,False,False,2026-06-09
AGHABOE,False,False,False,2026-06-09
AGHABOG,False,False,False,2026-06-09
AGHABOY,False,False,False,2026-06-09
AGHABOY LOWER,False,False,False,2026-06-09
AGHABOY NORTH,False,False,False,2026-06-09
AGHABOY SOUTH,False,False,False,2026-06-09
AGHABOY UPPER,False,False,False,2026-06-09
AGHABOYS,False,False,False,2026-06-09
AGHABRACK,False,False,False,2026-06-09
AGHABRICK,False,False,False,2026-06-09
AGHABURREN,False,False,False,2026-06-09
AGHACARNAGHAN,False,False,False,2026-06-09
AGHACARNAGHAN PART OF,False,False,False,2026-06-09
AGHACARNAN,False,False,False,2026-06-09
AGHACARRA,False,False,False,2026-06-09
AGHACARRIBLE,False,False,False,2026-06-09
AGHACASHEL,False,False,False,2026-06-09
AGHACASHLAUN,False,False,False,2026-06-09
AGHACLAY,False,False,False,2026-06-09
AGHACLOGHA,False,False,False,2026-06-09
AGHACLOGHAN,False,False,False,2026-06-09
AGHACLOGHER,False,False,False,2026-06-09
AGHACOCARA,False,False,False,2026-06-09
AGHACOLUMB,False,False,False,2026-06-09
AGHACOMMON,False,False,False,2026-06-09
AGHACONNY,False,False,False,2026-06-09
AGHACOORA,False,False,False,2026-06-09
AGHACORDRINAN,False,False,False,2026-06-09
AGHACRAMPHILL,False,False,False,2026-06-09
AGHACREEVY,False,False,False,2026-06-09
AGHACROSS,False,False,False,2026-06-09
AGHACULLION,False,False,False,2026-06-09
AGHACULLY,False,False,False,2026-06-09
AGHACUNNA,False,False,False,2026-06-09
AGHACURREEN,False,False,False,2026-06-09
AGHADA,False,False,False,2026-06-09
AGHADACHOR,False,False,False,2026-06-09
AGHADAGHLY,False,False,False,2026-06-09
AGHADARAGH,False,False,False,2026-06-09
AGHADARK,False,False,False,2026-06-09
AGHADAUGH,False,False,False,2026-06-09
AGHADAVOYLE,False,False,False,2026-06-09
AGHADAVY,False,False,False,2026-06-09
AGHADE,False,False,False,2026-06-09
AGHADEGNAN,False,False,False,2026-06-09
AGHADERRARD EAST,False,False,False,2026-06-09
AGHADERRARD WEST,False,False,False,2026-06-09
AGHADERRY,False,False,False,2026-06-09
AGHADERRYLOMAN,False,False,False,2026-06-09
AGHADIFFIN,False,False,False,2026-06-09
AGHADOE,False,False,False,2026-06-09
AGHADOLGAN,False,False,False,2026-06-09
AGHADONAGH,False,False,False,2026-06-09
AGHADOOEY GLEBE,False,False,False,2026-06-09
AGHADOON,False,False,False,2026-06-09
AGHADOON OR RAVENFIELD,False,False,False,2026-06-09
AGHADOUGLAS,False,False,False,2026-06-09
AGHADOWEY,False,False,False,2026-06-09
AGHADOWN,False,False,False,2026-06-09
AGHADOWRY,False,False,False,2026-06-09
AGHADREEN,False,False,False,2026-06-09
AGHADREENACH,False,False,False,2026-06-09
AGHADREENAGH,False,False,False,2026-06-09
AGHADREENAN,False,False,False,2026-06-09
AGHADREENAN GLEBE,False,False,False,2026-06-09
AGHADRESTAN,False,False,False,2026-06-09
AGHADRINAGH,False,False,False,2026-06-09
AGHADRUM,False,False,False,2026-06-09
AGHADRUMCARN,False,False,False,2026-06-09
AGHADRUMCRU,False,False,False,2026-06-09
AGHADRUMDERG,False,False,False,2026-06-09
AGHADRUMDONEY,False,False,False,2026-06-09
AGHADRUMGLASNY,False,False,False,2026-06-09
AGHADRUMGOWNA OR CALF FIELD,False,False,False,2026-06-09
AGHADRUMGULLIN,False,False,False,2026-06-09
AGHADRUMINSHIN,False,False,False,2026-06-09
AGHADRUMKEEN,False,False,False,2026-06-09
AGHADRUMSEE,False,False,False,2026-06-09
AGHADUFF,False,False,False,2026-06-09
AGHADULLA,False,False,False,2026-06-09
AGHADULLA HARPER,False,False,False,2026-06-09
AGHADUNVANE,False,False,False,2026-06-09
AGHAFAD,False,False,False,2026-06-09
AGHAFADDA,False,False,False,2026-06-09
AGHAFARNAN,False,False,False,2026-06-09
AGHAFATTEN,False,False,False,2026-06-09
AGHAFIN,False,False,False,2026-06-09
AGHAFORE,False,False,False,2026-06-09
AGHAFOY,False,False,False,2026-06-09
AGHAFULLIM,False,False,False,2026-06-09
AGHAGAD,False,False,False,2026-06-09
AGHAGADDA,False,False,False,2026-06-09
AGHAGAFFERT,False,False,False,2026-06-09
AGHAGAH,False,False,False,2026-06-09
AGHAGALLON,False,False,False,2026-06-09
AGHAGALLY,False,False,False,2026-06-09
AGHAGASHLAN,False,False,False,2026-06-09
AGHAGASKIN,False,False,False,2026-06-09
AGHAGAW,False,False,False,2026-06-09
AGHAGAY,False,False,False,2026-06-09
AGHAGEGNA,False,False,False,2026-06-09
AGHAGHEIGH,False,False,False,2026-06-09
AGHAGINDUFF,False,False,False,2026-06-09
AGHAGINNY,False,False,False,2026-06-09
AGHAGLASHEEN,False,False,False,2026-06-09
AGHAGLASS,False,False,False,2026-06-09
AGHAGLASSAN,False,False,False,2026-06-09
AGHAGLINNY SOUTH,False,False,False,2026-06-09
AGHAGOGAN,False,False,False,2026-06-09
AGHAGOLRICK,False,False,False,2026-06-09
AGHAGOOGY,False,False,False,2026-06-09
AGHAGOOHEEN,False,False,False,2026-06-09
AGHAGOWER,False,False,False,2026-06-09
AGHAGOWLA,False,False,False,2026-06-09
AGHAGOWLA BEG,False,False,False,2026-06-09
AGHAGOWLA MORE,False,False,False,2026-06-09
AGHAGRANIA,False,False,False,2026-06-09
AGHAGREAGH,False,False,False,2026-06-09
AGHAGREFIN,False,False,False,2026-06-09
AGHAGURTY,False,False,False,2026-06-09
AGHAHANNAGH,False,False,False,2026-06-09
AGHAHERRISH,False,False,False,2026-06-09
AGHAHOORIN,False,False,False,2026-06-09
AGHAHULL,False,False,False,2026-06-09
AGHAKEE,False,False,False,2026-06-09
AGHAKEEL,False,False,False,2026-06-09
AGHAKEERAN,False,False,False,2026-06-09
AGHAKILBRACK,False,False,False,2026-06-09
AGHAKILCONNELL,False,False,False,2026-06-09
AGHAKILFAUGHNA,False,False,False,2026-06-09
AGHAKILLYMAUD,False,False,False,2026-06-09
AGHAKILMORE,False,False,False,2026-06-09
AGHAKILMORE LOWER,False,False,False,2026-06-09
AGHAKILMORE UPPER,False,False,False,2026-06-09
AGHAKINE,False,False,False,2026-06-09
AGHAKINMART,False,False,False,2026-06-09
AGHAKINNIGH,False,False,False,2026-06-09
AGHAKINSALLAGH GLEBE,False,False,False,2026-06-09
AGHAKISTA,False,False,False,2026-06-09
AGHAKNOCK,False,False,False,2026-06-09
AGHALAAN,False,False,False,2026-06-09
AGHALACKA,False,False,False,2026-06-09
AGHALACKAN,False,False,False,2026-06-09
AGHALAHARD,False,False,False,2026-06-09
AGHALANE,False,False,False,2026-06-09
AGHALARG,False,False,False,2026-06-09
AGHALARG BOG,False,False,False,2026-06-09
AGHALASTY AND ANKERSLAND,False,False,False,2026-06-09
AGHALATEEVE,False,False,False,2026-06-09
AGHALATTAFRAAL,False,False,False,2026-06-09
AGHALATTIVE,False,False,False,2026-06-09
AGHALATTY,False,False,False,2026-06-09
AGHALAVERTY,False,False,False,2026-06-09
AGHALEAG,False,False,False,2026-06-09
AGHALEAGUE,False,False,False,2026-06-09
AGHALECK,False,False,False,2026-06-09
AGHALEE,False,False,False,2026-06-09
AGHALEE BEG,False,False,False,2026-06-09
AGHALEE MORE,False,False,False,2026-06-09
AGHALENANE,False,False,False,2026-06-09
AGHALENTY,False,False,False,2026-06-09
AGHALILE,False,False,False,2026-06-09
AGHALINANE,False,False,False,2026-06-09
AGHALINNY NORTH,False,False,False,2026-06-09
AGHALION,False,False,False,2026-06-09
AGHALISK,False,False,False,2026-06-09
AGHALISKEEVAN,False,False,False,2026-06-09
AGHALISLONE,False,False,False,2026-06-09
AGHALISSABEAGH,False,False,False,2026-06-09
AGHALOAGHAN,False,False,False,2026-06-09
AGHALOONTEEN,False,False,False,2026-06-09
AGHALOORY,False,False,False,2026-06-09
AGHALOUGH,False,False,False,2026-06-09
AGHALOUGHAN,False,False,False,2026-06-09
AGHALOUGHER,False,False,False,2026-06-09
AGHALOUR,False,False,False,2026-06-09
AGHALUM,False,False,False,2026-06-09
AGHALUN,False,False,False,2026-06-09
AGHALUNNY,False,False,False,2026-06-09
AGHALURCHER GLEBE,False,False,False,2026-06-09
AGHALUSKY,False,False,False,2026-06-09
AGHALUST,False,False,False,2026-06-09
AGHALUSTIA,False,False,False,2026-06-09
AGHAMA,False,False,False,2026-06-09
AGHAMACKALINN,False,False,False,2026-06-09
AGHAMADDOCK,False,False,False,2026-06-09
AGHAMAFIR,False,False,False,2026-06-09
AGHAMANNAN,False,False,False,2026-06-09
AGHAMARTA,False,False,False,2026-06-09
AGHAMEELAN,False,False,False,2026-06-09
AGHAMEELICK,False,False,False,2026-06-09
AGHAMEELTA,False,False,False,2026-06-09
AGHAMEELTA BARR,False,False,False,2026-06-09
AGHAMEEN,False,False,False,2026-06-09
AGHAMEENY,False,False,False,2026-06-09
AGHAMILKIN,False,False,False,2026-06-09
AGHAMILLA,False,False,False,2026-06-09
AGHAMOAT,False,False,False,2026-06-09
AGHAMORE,False,False,False,2026-06-09
AGHAMORE FAR,False,False,False,2026-06-09
AGHAMORE LOWER,False,False,False,2026-06-09
AGHAMORE NEAR,False,False,False,2026-06-09
AGHAMORE NORTH,False,False,False,2026-06-09
AGHAMORE SOUTH,False,False,False,2026-06-09
AGHAMORE UPPER,False,False,False,2026-06-09
AGHAMUCK,False,False,False,2026-06-09
AGHAMUCKY,False,False,False,2026-06-09
AGHAMULDOWNEY,False,False,False,2026-06-09
AGHANAGEERAGH,False,False,False,2026-06-09
AGHANAGH,False,False,False,2026-06-09
AGHANAGLACK,False,False,False,2026-06-09
AGHANAGLOGH,False,False,False,2026-06-09
AGHANAGRAN LOWER,False,False,False,2026-06-09
AGHANAGRAN MIDDLE,False,False,False,2026-06-09
AGHANAGRAN UPPER,False,False,False,2026-06-09
AGHANAHIL,False,False,False,2026-06-09
AGHANAHOWN,False,False,False,2026-06-09
AGHANAMANAGH OR COMMEENLONAGH,False,False,False,2026-06-09
AGHANAMEENA,False,False,False,2026-06-09
AGHANANIMY,False,False,False,2026-06-09
AGHANAPISHA,False,False,False,2026-06-09
AGHANARGIT,False,False,False,2026-06-09
AGHANASCORTAN,False,False,False,2026-06-09
AGHANASHANAMORE,False,False,False,2026-06-09
AGHANBOY,False,False,False,2026-06-09
AGHANCARNAN,False,False,False,2026-06-09
AGHANCARRA,False,False,False,2026-06-09
AGHANCON,False,False,False,2026-06-09
AGHANCROSSY,False,False,False,2026-06-09
AGHANDUNVARRAN,False,False,False,2026-06-09
AGHANEENAGH,False,False,False,2026-06-09
AGHANERGILL,False,False,False,2026-06-09
AGHANGADDY GLEBE,False,False,False,2026-06-09
AGHANILLIN,False,False,False,2026-06-09
AGHANLISH,False,False,False,2026-06-09
AGHANLISS,False,False,False,2026-06-09
AGHANNACRINNA,False,False,False,2026-06-09
AGHANNAGH,False,False,False,2026-06-09
AGHANORAN,False,False,False,2026-06-09
AGHANORE,False,False,False,2026-06-09
AGHANRUSH,False,False,False,2026-06-09
AGHANSILLAGH,False,False,False,2026-06-09
AGHANTARAGHAN,False,False,False,2026-06-09
AGHANTRAH,False,False,False,2026-06-09
AGHANURE,False,False,False,2026-06-09
AGHANURSAN,False,False,False,2026-06-09
AGHANVALLY,False,False,False,2026-06-09
AGHANVILLA,False,False,False,2026-06-09
AGHANVONEEN,False,False,False,2026-06-09
AGHANY,False,False,False,2026-06-09
AGHARAH,False,False,False,2026-06-09
AGHARAHAN,False,False,False,2026-06-09
AGHARAINY,False,False,False,2026-06-09
AGHARAN,False,False,False,2026-06-09
AGHARANAGH,False,False,False,2026-06-09
AGHARANN,False,False,False,2026-06-09
AGHARANNY,False,False,False,2026-06-09
AGHARASKILLY,False,False,False,2026-06-09
AGHARDS,False,False,False,2026-06-09
AGHAREAGH,False,False,False,2026-06-09
AGHAREAGH BOG,False,False,False,2026-06-09
AGHAREAGH EAST,False,False,False,2026-06-09
AGHAREAGH WEST,False,False,False,2026-06-09
AGHAREANY,False,False,False,2026-06-09
AGHAREVAGH EAST,False,False,False,2026-06-09
AGHAREVAGH WEST,False,False,False,2026-06-09
AGHAREVILLE LOWER,False,False,False,2026-06-09
AGHAREVILLE UPPER,False,False,False,2026-06-09
AGHARICKARD,False,False,False,2026-06-09
AGHARINAGH,False,False,False,2026-06-09
AGHARONAN,False,False,False,2026-06-09
AGHAROOSKY,False,False,False,2026-06-09
AGHAROOSKY EAST,False,False,False,2026-06-09
AGHAROOSKY WEST,False,False,False,2026-06-09
AGHARRA,False,False,False,2026-06-09
AGHARROO,False,False,False,2026-06-09
AGHARROW,False,False,False,2026-06-09
AGHARUE,False,False,False,2026-06-09
AGHASCREBAGH,False,False,False,2026-06-09
AGHASESSY,False,False,False,2026-06-09
AGHASHEIL,False,False,False,2026-06-09
AGHATAHARN,False,False,False,2026-06-09
AGHATAMY,False,False,False,2026-06-09
AGHATAWNY LOWER,False,False,False,2026-06-09
AGHATAWNY UPPER,False,False,False,2026-06-09
AGHATEEDUFF,False,False,False,2026-06-09
AGHATEEMORE GLEBE,False,False,False,2026-06-09
AGHATEGGAL OR RYEFORT,False,False,False,2026-06-09
AGHATERRY,False,False,False,2026-06-09
AGHATESKIN,False,False,False,2026-06-09
AGHATHOMAS,False,False,False,2026-06-09
AGHATIROURKE,False,False,False,2026-06-09
AGHATOTAN,False,False,False,2026-06-09
AGHATUBBRID,False,False,False,2026-06-09
AGHATUBRID,False,False,False,2026-06-09
AGHATUBRID BEG,False,False,False,2026-06-09
AGHATUBRID MORE,False,False,False,2026-06-09
AGHAVADDEN,False,False,False,2026-06-09
AGHAVADDY,False,False,False,2026-06-09
AGHAVADRIN,False,False,False,2026-06-09
AGHAVANAGH RAM,False,False,False,2026-06-09
AGHAVANAGH REVELL,False,False,False,2026-06-09
AGHAVANAGH MOUNTAIN,False,False,False,2026-06-09
AGHAVANNAN FAR,False,False,False,2026-06-09
AGHAVANNAN NEAR,False,False,False,2026-06-09
AGHAVANNY,False,False,False,2026-06-09
AGHAVARY,False,False,False,2026-06-09
AGHAVAS,False,False,False,2026-06-09
AGHAVASS,False,False,False,2026-06-09
AGHAVEA,False,False,False,2026-06-09
AGHAVEA GLEBE,False,False,False,2026-06-09
AGHAVEAGH,False,False,False,2026-06-09
AGHAVEANS,False,False,False,2026-06-09
AGHAVILLA,False,False,False,2026-06-09
AGHAVILLE,False,False,False,2026-06-09
AGHAVILLER,False,False,False,2026-06-09
AGHAVILLY,False,False,False,2026-06-09
AGHAVINE,False,False,False,2026-06-09
AGHAVOGHIL,False,False,False,2026-06-09
AGHAVOHER,False,False,False,2026-06-09
AGHAVONEEN,False,False,False,2026-06-09
AGHAVOORY,False,False,False,2026-06-09
AGHAVORE,False,False,False,2026-06-09
AGHAVRIN,False,False,False,2026-06-09
AGHAWARACAHILL,False,False,False,2026-06-09
AGHAWARD,False,False,False,2026-06-09
AGHAWAY,False,False,False,2026-06-09
AGHAWEE,False,False,False,2026-06-09
AGHAWEELY LOWER,False,False,False,2026-06-09
AGHAWEELY UPPER,False,False,False,2026-06-09
AGHAWEENAGH,False,False,False,2026-06-09
AGHAWERRINY,False,False,False,2026-06-09
AGHAWILLIN,False,False,False,2026-06-09
AGHAWINNAUN,False,False,False,2026-06-09
AGHAWONAN,False,False,False,2026-06-09
AGHAWONEY,False,False,False,2026-06-09
AGHAYALLOGE,False,False,False,2026-06-09
AGHAYEEVOGE,False,False,False,2026-06-09
AGHCLARE,False,False,False,2026-06-09
AGHCROSS,False,False,False,2026-06-09
AGHDUFF,False,False,False,2026-06-09
AGHEE,False,False,False,2026-06-09
AGHEEGHTER,False,False,False,2026-06-09
AGHEESHAL,False,False,False,2026-06-09
AGHENDERRY,False,False,False,2026-06-09
AGHENIS,False,False,False,2026-06-09
AGHER,False,False,False,2026-06-09
AGHERACALKILL,False,False,False,2026-06-09
AGHERAKELTAN,False,False,False,2026-06-09
AGHERALANE,False,False,False,2026-06-09
AGHERN EAST,False,False,False,2026-06-09
AGHERN WEST,False,False,False,2026-06-09
AGHFARREL,False,False,False,2026-06-09
AGHILLAUN,False,False,False,2026-06-09
AGHILLS,False,False,False,2026-06-09
AGHILLY AND LENYNARNAN,False,False,False,2026-06-09
AGHINASPICK,False,False,False,2026-06-09
AGHINCURK,False,False,False,2026-06-09
AGHINDAIAGH,False,False,False,2026-06-09
AGHINDARRAGH EAST,False,False,False,2026-06-09
AGHINDARRAGH WEST,False,False,False,2026-06-09
AGHINDISERT,False,False,False,2026-06-09
AGHINDRUMMAN,False,False,False,2026-06-09
AGHINGOWLY,False,False,False,2026-06-09
AGHINILLARD,False,False,False,2026-06-09
AGHINISH,False,False,False,2026-06-09
AGHINLARK,False,False,False,2026-06-09
AGHINLIG,False,False,False,2026-06-09
AGHINRAHEEN,False,False,False,2026-06-09
AGHINTAIN,False,False,False,2026-06-09
AGHINTAMY,False,False,False,2026-06-09
AGHINTASS,False,False,False,2026-06-09
AGHINTEEDUFF,False,False,False,2026-06-09
AGHINTEMPLE,False,False,False,2026-06-09
AGHINTOBER,False,False,False,2026-06-09
AGHINTRA,False,False,False,2026-06-09
AGHINURE,False,False,False,2026-06-09
AGHINVER,False,False,False,2026-06-09
AGHLACON,False,False,False,2026-06-09
AGHLATTACRU,False,False,False,2026-06-09
AGHLEAM,False,False,False,2026-06-09
AGHLEHARD,False,False,False,2026-06-09
AGHLEM,False,False,False,2026-06-09
AGHLIN,False,False,False,2026-06-09
AGHLISK,False,False,False,2026-06-09
AGHLISNAFIN,False,False,False,2026-06-09
AGHLOONAGH,False,False,False,2026-06-09
AGHLORAGH,False,False,False,2026-06-09
AGHMACART,False,False,False,2026-06-09
AGHMAGREE,False,False,False,2026-06-09
AGHMAKANE,False,False,False,2026-06-09
AGHMAKERR,False,False,False,2026-06-09
AGHMANISTER AND SPITAL,False,False,False,2026-06-09
AGHNABLANEY,False,False,False,2026-06-09
AGHNABOHY,False,False,False,2026-06-09
AGHNACALLY,False,False,False,2026-06-09
AGHNACALLY GLEBE,False,False,False,2026-06-09
AGHNACARRA,False,False,False,2026-06-09
AGHNACHUILL,False,False,False,2026-06-09
AGHNACLEA,False,False,False,2026-06-09
AGHNACLIFF,False,False,False,2026-06-09
AGHNACLOY,False,False,False,2026-06-09
AGHNACLOY NORTH,False,False,False,2026-06-09
AGHNACLOY SOUTH,False,False,False,2026-06-09
AGHNACOLLIA,False,False,False,2026-06-09
AGHNACOR,False,False,False,2026-06-09
AGHNACRANAGH,False,False,False,2026-06-09
AGHNACREEVY,False,False,False,2026-06-09
AGHNACROSS,False,False,False,2026-06-09
AGHNACUE,False,False,False,2026-06-09
AGHNADAMPH,False,False,False,2026-06-09
AGHNADARAGAN,False,False,False,2026-06-09
AGHNADARRAGH,False,False,False,2026-06-09
AGHNADORE,False,False,False,2026-06-09
AGHNADRUNG,False,False,False,2026-06-09
AGHNAFARGAN,False,False,False,2026-06-09
AGHNAGAP,False,False,False,2026-06-09
AGHNAGAR,False,False,False,2026-06-09
AGHNAGARRON,False,False,False,2026-06-09
AGHNAGILLA,False,False,False,2026-06-09
AGHNAGLEA,False,False,False,2026-06-09
AGHNAGLEAR,False,False,False,2026-06-09
AGHNAGLOCH,False,False,False,2026-06-09
AGHNAGLOGH,False,False,False,2026-06-09
AGHNAGLUE,False,False,False,2026-06-09
AGHNAGOLLOP,False,False,False,2026-06-09
AGHNAGORE,False,False,False,2026-06-09
AGHNAGRANE,False,False,False,2026-06-09
AGHNAGRANGE,False,False,False,2026-06-09
AGHNAGREGGAN,False,False,False,2026-06-09
AGHNAGROSS,False,False,False,2026-06-09
AGHNAGUIG,False,False,False,2026-06-09
AGHNAHA,False,False,False,2026-06-09
AGHNAHAHA,False,False,False,2026-06-09
AGHNAHAIA GLEBE,False,False,False,2026-06-09
AGHNAHEDERNY,False,False,False,2026-06-09
AGHNAHILY,False,False,False,2026-06-09
AGHNAHILY BOG,False,False,False,2026-06-09
AGHNAHINCH,False,False,False,2026-06-09
AGHNAHOE,False,False,False,2026-06-09
AGHNAHOLA,False,False,False,2026-06-09
AGHNAHOO,False,False,False,2026-06-09
AGHNAHOO GLEBE,False,False,False,2026-06-09
AGHNAHOUGH,False,False,False,2026-06-09
AGHNAHUNSHIN,False,False,False,2026-06-09
AGHNAKEERAGH,False,False,False,2026-06-09
AGHNALECK,False,False,False,2026-06-09
AGHNALOO,False,False,False,2026-06-09
AGHNAMADDOO,False,False,False,2026-06-09
AGHNAMALLAGH,False,False,False,2026-06-09
AGHNAMARD,False,False,False,2026-06-09
AGHNAMEADLE,False,False,False,2026-06-09
AGHNAMEAL,False,False,False,2026-06-09
AGHNAMIRIGAN,False,False,False,2026-06-09
AGHNAMOE,False,False,False,2026-06-09
AGHNAMOIRA,False,False,False,2026-06-09
AGHNAMONA,False,False,False,2026-06-09
