townland_name,has_parish,has_barony,has_county,detected_at
KILTIMON,False,False,False,2026-06-09
KNOCKADREET,False,False,False,2026-06-09
MOORSTOWN,False,False,False,2026-06-09
NEWTOWNBOSWELL,False,False,False,2026-06-09
RATHMORE,False,False,False,2026-06-09
TIGLIN ED BALLYCULLEN,False,False,False,2026-06-09
TIGLIN ED NEWCASTLE LOWER,False,False,False,2026-06-09
TOMCOYLE LOWER,False,False,False,2026-06-09
TOMCOYLE UPPER,False,False,False,2026-06-09
KILLISKEY T,False,False,False,2026-06-09
BALLYCRONE,False,False,False,2026-06-09
BALLYLOUGHLIN,False,False,False,2026-06-09
BALLYPHILIP,False,False,False,2026-06-09
COOLDROSS LOWER,False,False,False,2026-06-09
COOLDROSS MIDDLE,False,False,False,2026-06-09
COOLDROSS UPPER,False,False,False,2026-06-09
CREOWEN,False,False,False,2026-06-09
KILLADREENAN,False,False,False,2026-06-09
KILMULLIN ED NEWCASTLE LOWER,False,False,False,2026-06-09
LEABEG LOWER,False,False,False,2026-06-09
LEABEG MIDDLE,False,False,False,2026-06-09
LEABEG UPPER,False,False,False,2026-06-09
LEAMORE LOWER,False,False,False,2026-06-09
LEAMORE UPPER,False,False,False,2026-06-09
NEWCASTLE LOWER,False,False,False,2026-06-09
NEWCASTLE MIDDLE,False,False,False,2026-06-09
NEWCASTLE UPPER,False,False,False,2026-06-09
SLATE,False,False,False,2026-06-09
TIGLIN,False,False,False,2026-06-09
WOODSTOCK DEMESNE,False,False,False,2026-06-09
NEWCASTLE,False,False,False,2026-06-09
BALLINAHINCH LOWER,False,False,False,2026-06-09
BALLINAHINCH MIDDLE,False,False,False,2026-06-09
BALLINAHINCH UPPER,False,False,False,2026-06-09
BALLYGARRET,False,False,False,2026-06-09
CALLOWHILL LOWER,False,False,False,2026-06-09
CALLOWHILL UPPER,False,False,False,2026-06-09
COOLADOYLE,False,False,False,2026-06-09
CORSILLAGH,False,False,False,2026-06-09
DUNRANHILL,False,False,False,2026-06-09
EASTHILL,False,False,False,2026-06-09
GLENDARRAGH,False,False,False,2026-06-09
KEELOGE LOWER,False,False,False,2026-06-09
KEELOGE UPPER,False,False,False,2026-06-09
KILDAY,False,False,False,2026-06-09
KILMACULLAGH,False,False,False,2026-06-09
KILMURRY,False,False,False,2026-06-09
KNOCKFADDA,False,False,False,2026-06-09
MEREPARK,False,False,False,2026-06-09
MONALIN,False,False,False,2026-06-09
MONEYCARROLL,False,False,False,2026-06-09
MOUNTJOHN,False,False,False,2026-06-09
NEWTOWN MT KENNEDY,False,False,False,2026-06-09
PROSPECT LOWER,False,False,False,2026-06-09
PROSPECT UPPER,False,False,False,2026-06-09
SEASONPARK,False,False,False,2026-06-09
TIMMORE,False,False,False,2026-06-09
TRUDDER,False,False,False,2026-06-09
NEWTOWNMOUNTKENNEDY T,False,False,False,2026-06-09
ASHFORD,False,False,False,2026-06-09
ASHTOWN ARKLOW BY,False,False,False,2026-06-09
BALLINALEA,False,False,False,2026-06-09
BALLYCULLEN,False,False,False,2026-06-09
BALLYMACAHARA,False,False,False,2026-06-09
BALLYNERRIN NEWCASTLE BY,False,False,False,2026-06-09
BOLLARNEY MURRAGH,False,False,False,2026-06-09
BOLLARNEY NORTH,False,False,False,2026-06-09
BOLLARNEY SOUTH,False,False,False,2026-06-09
BROOMHALL,False,False,False,2026-06-09
BURKEEN,False,False,False,2026-06-09
CLONMANNAN,False,False,False,2026-06-09
COMMONS,False,False,False,2026-06-09
COOLAWINNIA,False,False,False,2026-06-09
CORPORATION MURRAGH,False,False,False,2026-06-09
CRONROE,False,False,False,2026-06-09
CRONYKEERY,False,False,False,2026-06-09
FRIARSHILL,False,False,False,2026-06-09
GLEBE ED WICKLOW RURAL,False,False,False,2026-06-09
KILLOUGHTER,False,False,False,2026-06-09
KNOCKROBIN,False,False,False,2026-06-09
MERRYMEETING,False,False,False,2026-06-09
MILLTOWN NORTH,False,False,False,2026-06-09
MILLTOWN SOUTH,False,False,False,2026-06-09
MONDUFF,False,False,False,2026-06-09
MOUNTUSHER,False,False,False,2026-06-09
NEWRATH,False,False,False,2026-06-09
ROSSANA LOWER,False,False,False,2026-06-09
ROSSANA UPPER,False,False,False,2026-06-09
TINAKELLY,False,False,False,2026-06-09
TINAKELLY MURRAGH,False,False,False,2026-06-09
BALLINALEA T,False,False,False,2026-06-09
RATHNEW T,False,False,False,2026-06-09
WICKLOW T PT OF W,False,False,False,2026-06-09
BALLYMORRIS,False,False,False,2026-06-09
BALLYNAMUDDAGH,False,False,False,2026-06-09
BALLYWALTRIN,False,False,False,2026-06-09
BRAY,False,False,False,2026-06-09
BRAY COMMONS ED BRAY NO 1,False,False,False,2026-06-09
GILTSPUR,False,False,False,2026-06-09
IRISHTOWN,False,False,False,2026-06-09
KILBRIDE RATHDOWN BY,False,False,False,2026-06-09
KILLARNEY,False,False,False,2026-06-09
KILRUDDERY DEERPARK ED KILMACANOGE,False,False,False,2026-06-09
KILRUDDERY DEMESNE EAST,False,False,False,2026-06-09
KILRUDDERY DEMESNE WEST,False,False,False,2026-06-09
NEWCOURT,False,False,False,2026-06-09
OLDCOURT,False,False,False,2026-06-09
BRAY T PART OF X,False,False,False,2026-06-09
NEWTOWN VEVAY T,False,False,False,2026-06-09
BRAY TOWNSHIP PT OF H,False,False,False,2026-06-09
BALLYREMON COMMONS,False,False,False,2026-06-09
CALARY LOWER,False,False,False,2026-06-09
CALARY UPPER,False,False,False,2026-06-09
POWERSCOURT PADDOCK,False,False,False,2026-06-09
BALLYDONAGH,False,False,False,2026-06-09
BELMONT DEMESNE,False,False,False,2026-06-09
COOLAGAD,False,False,False,2026-06-09
COOLNASKEAGH,False,False,False,2026-06-09
DELGANY,False,False,False,2026-06-09
KILLINCARRIG,False,False,False,2026-06-09
KILRUDDERY DEERPARK ED DELGANY,False,False,False,2026-06-09
KINDLESTOWN LOWER,False,False,False,2026-06-09
KINDLESTOWN UPPER,False,False,False,2026-06-09
RATHDOWN LOWER,False,False,False,2026-06-09
RATHDOWN UPPER,False,False,False,2026-06-09
TEMPLECARRIG LOWER,False,False,False,2026-06-09
TEMPLECARRIG UPPER,False,False,False,2026-06-09
WINDGATE,False,False,False,2026-06-09
DELGANY T,False,False,False,2026-06-09
KILLINCARRIG T,False,False,False,2026-06-09
GREYSTONES T,False,False,False,2026-06-09
GRUNDY'S ROW T,False,False,False,2026-06-09
BALLYBAWN LOWER,False,False,False,2026-06-09
BALLYBAWN UPPER,False,False,False,2026-06-09
BALLYORNEY,False,False,False,2026-06-09
BARCHUILLIA COMMONS,False,False,False,2026-06-09
CARRIGOONA COMMONS EAST,False,False,False,2026-06-09
CARRIGOONA COMMONS WEST,False,False,False,2026-06-09
CHARLEVILLE DEMESNE,False,False,False,2026-06-09
COOLAKAY,False,False,False,2026-06-09
FASSAROE,False,False,False,2026-06-09
GLEBE ED POWERSCOURT,False,False,False,2026-06-09
GLENCAP COMMONS NORTH,False,False,False,2026-06-09
GLENCAP COMMONS SOUTH,False,False,False,2026-06-09
GLENCAP COMMONS UPPER,False,False,False,2026-06-09
GLENCORMICK NORTH,False,False,False,2026-06-09
GLENCORMICK SOUTH,False,False,False,2026-06-09
HOLLYBROOK,False,False,False,2026-06-09
KILCRONEY,False,False,False,2026-06-09
KILLOUGH LOWER,False,False,False,2026-06-09
KILLOUGH UPPER,False,False,False,2026-06-09
KILMACANOGE NORTH,False,False,False,2026-06-09
KILMACANOGE SOUTH,False,False,False,2026-06-09
LONGHILL COMMONS,False,False,False,2026-06-09
NEWTOWN ED POWERSCOURT,False,False,False,2026-06-09
TINNEHINCH,False,False,False,2026-06-09
WINGFIELD,False,False,False,2026-06-09
ANNACRIVEY,False,False,False,2026-06-09
AURORA,False,False,False,2026-06-09
BALLINAGEE,False,False,False,2026-06-09
BALLYBREW,False,False,False,2026-06-09
BALLYCOYLE,False,False,False,2026-06-09
BALLYLERANE,False,False,False,2026-06-09
BALLYREAGH,False,False,False,2026-06-09
BALLYROSS,False,False,False,2026-06-09
BARNAMIRE,False,False,False,2026-06-09
CLOON,False,False,False,2026-06-09
COOKSTOWN,False,False,False,2026-06-09
CURTLESTOWN LOWER,False,False,False,2026-06-09
CURTLESTOWN UPPER,False,False,False,2026-06-09
DEERPARK ED POWERSCOURT,False,False,False,2026-06-09
ENNISKERRY,False,False,False,2026-06-09
GLASKENNY,False,False,False,2026-06-09
KILGARRAN,False,False,False,2026-06-09
KILLEGAR,False,False,False,2026-06-09
KILMALIN,False,False,False,2026-06-09
KNOCKBAWN,False,False,False,2026-06-09
KNOCKSINK,False,False,False,2026-06-09
LACKANDARRAGH LOWER,False,False,False,2026-06-09
LACKANDARRAGH UPPER,False,False,False,2026-06-09
MONASTERY,False,False,False,2026-06-09
OLDBOLEYS,False,False,False,2026-06-09
ONAGH,False,False,False,2026-06-09
PARKNASILLOGE,False,False,False,2026-06-09
POWERSCOURT DEMESNE,False,False,False,2026-06-09
POWERSCOURT MOUNTAIN,False,False,False,2026-06-09
TONYGARROW,False,False,False,2026-06-09
ENNISKERRY T,False,False,False,2026-06-09
KILQUIGGIN TOWN,False,False,False,2026-06-09
TULLOWCLAY,False,False,True,2026-06-09
BALLINGATE HILL,False,False,False,2026-06-09
DEERPARK ED COOLATTIN,False,False,False,2026-06-09
CARNEW T,False,False,False,2026-06-09
SHILLELAGH T,False,False,False,2026-06-09
GOWLE,False,False,True,2026-06-09
DRUMMIN ED BALLINGATE,False,False,False,2026-06-09
PARK ED BALLINGATE,False,False,False,2026-06-09
NEWTOWN ED TINAHELY,False,False,False,2026-06-09
KILQUIGGIN T,False,False,False,2026-06-09
BALLYDONNELL NORTH,False,False,False,2026-06-09
BALLYDONNELL SOUTH,False,False,False,2026-06-09
BALLYLOW,False,False,False,2026-06-09
BALLYNABROCKY,False,False,False,2026-06-09
BALLYNASCULLOGE LOWER,False,False,False,2026-06-09
BALLYNASCULLOGE UPPER,False,False,False,2026-06-09
BALLYNATONA,False,False,False,2026-06-09
BALLYSMUTTAN LOWER,False,False,False,2026-06-09
BALLYSMUTTAN UPPER,False,False,False,2026-06-09
BALLYWARD,False,False,False,2026-06-09
BLESSINGTON,False,False,False,2026-06-09
BLESSINGTON DEMESNE,False,False,False,2026-06-09
BUTTERHILL,False,False,False,2026-06-09
CROSSCOOLHARBOUR,False,False,False,2026-06-09
DEERPARK ED BLESSINGTON,False,False,False,2026-06-09
DILLONSDOWN,False,False,False,2026-06-09
EDMONDSTOWN,False,False,False,2026-06-09
HAYLANDS,False,False,False,2026-06-09
HEMPSTOWN,False,False,False,2026-06-09
KNOCKIERAN LOWER,False,False,False,2026-06-09
KNOCKIERAN UPPER,False,False,False,2026-06-09
LUGNAGUN GREAT,False,False,False,2026-06-09
LUGNAGUN LITTLE,False,False,False,2026-06-09
OLDPADDOCKS,False,False,False,2026-06-09
RATHNABO,False,False,False,2026-06-09
SANTRYHILL,False,False,False,2026-06-09
THREECASTLES,False,False,False,2026-06-09
BLESSINGTON T,False,False,False,2026-06-09
BALLINAHOWN,False,False,False,2026-06-09
BALLYKNOCKAN,False,False,False,2026-06-09
BALLYNASTOCKAN,False,False,False,2026-06-09
BAWNOGE ED TOGHER,False,False,False,2026-06-09
BLACKDITCHES LOWER,False,False,False,2026-06-09
BLACKDITCHES UPPER,False,False,False,2026-06-09
BOYSTOWN OR BALTYBOYS LOWER,False,False,False,2026-06-09
BOYSTOWN OR BALTYBOYS UPPER,False,False,False,2026-06-09
CARRIG,False,False,False,2026-06-09
CARRIGACURRA,False,False,False,2026-06-09
GARRYKNOCK,False,False,False,2026-06-09
GLENBRIDE,False,False,False,2026-06-09
GRANABEG LOWER,False,False,False,2026-06-09
GRANABEG UPPER,False,False,False,2026-06-09
HUMPHRYSTOWN,False,False,False,2026-06-09
KILBEG,False,False,False,2026-06-09
KNOCKALT LOWER,False,False,False,2026-06-09
KNOCKALT UPPER,False,False,False,2026-06-09
LACKAN,False,False,False,2026-06-09
LUGNAGROAGH,False,False,False,2026-06-09
MONAMUCK,False,False,False,2026-06-09
RATHBALLYLONG,False,False,False,2026-06-09
SROUGHAN,False,False,False,2026-06-09
TULFARRIS,False,False,False,2026-06-09
VALLEYMOUNT OR CROSS,False,False,False,2026-06-09
BALLYKNOCKAN T,False,False,False,2026-06-09
BURGAGE MORE,False,False,False,2026-06-09
BURGAGE MOYLE,False,False,False,2026-06-09
GLASHINA,False,False,False,2026-06-09
RUSSBOROUGH,False,False,False,2026-06-09
RUSSELLSTOWN,False,False,False,2026-06-09
CREHELP,False,False,False,2026-06-09
KINSELLASTOWN,False,False,False,2026-06-09
LEMONSTOWN,False,False,False,2026-06-09
BALLYLION BAWN,False,False,False,2026-06-09
BALLYLION LOWER,False,False,False,2026-06-09
BALLYLION UPPER,False,False,False,2026-06-09
BALLYMOONEY,False,False,False,2026-06-09
BLACKMOOR,False,False,False,2026-06-09
BROOMFIELDS,False,False,False,2026-06-09
COOLHARBOUR LOWER,False,False,False,2026-06-09
COOLHARBOUR UPPER,False,False,False,2026-06-09
CRICKAWN,False,False,False,2026-06-09
DOODYS BOTTOMS,False,False,False,2026-06-09
DONARD DEMESNE EAST,False,False,False,2026-06-09
DONARD DEMESNE WEST,False,False,False,2026-06-09
DONARD LOWER,False,False,False,2026-06-09
DONARD MOUNTAIN,False,False,False,2026-06-09
DONARD UPPER,False,False,False,2026-06-09
INTACK,False,False,False,2026-06-09
IRISHTOWN EAST,False,False,False,2026-06-09
IRISHTOWN PARK,False,False,False,2026-06-09
IRISHTOWN WEST,False,False,False,2026-06-09
KILBAYLET LOWER,False,False,False,2026-06-09
KILBAYLET UPPER,False,False,False,2026-06-09
KILCOAGH EAST,False,False,False,2026-06-09
KILCOAGH WEST,False,False,False,2026-06-09
STUDFIELD NORTH,False,False,False,2026-06-09
STUDFIELD SOUTH,False,False,False,2026-06-09
DONARD,False,False,False,2026-06-09
ARDANAIRY,False,False,False,2026-06-09
BLACKHILL,False,False,False,2026-06-09
BOHERBOY,False,False,False,2026-06-09
BREWERSHILL,False,False,False,2026-06-09
COWPASTURE,False,False,False,2026-06-09
DECOY,False,False,False,2026-06-09
DUNLAVIN LOWER,False,False,False,2026-06-09
DUNLAVIN UPPER,False,False,False,2026-06-09
FORRISTEEN,False,False,False,2026-06-09
KNOCKANDORT,False,False,False,2026-06-09
KNOCKNAGULL,False,False,False,2026-06-09
LORRUG,False,False,False,2026-06-09
LOUGHMOGUE LOWER,False,False,False,2026-06-09
LOUGHMOGUE UPPER,False,False,False,2026-06-09
LUGATRYNA,False,False,False,2026-06-09
MERGINSTOWN,False,False,False,2026-06-09
MERGINSTOWN DEMESNE,False,False,False,2026-06-09
MERGINSTOWN GLEN,False,False,False,2026-06-09
MILLTOWN,False,False,False,2026-06-09
PLEZICA,False,False,False,2026-06-09
RATHBAWN,False,False,False,2026-06-09
TOBERBEG,False,False,False,2026-06-09
TORNANT LOWER,False,False,False,2026-06-09
TORNANT UPPER,False,False,False,2026-06-09
UPPERTOWN,False,False,False,2026-06-09
DUNLAVIN T,False,False,False,2026-06-09
ATHGARVAN,False,False,False,2026-06-09
ATHGREANY,False,False,False,2026-06-09
BALLINTOBER,False,False,False,2026-06-09
BALLYSIZE LOWER,False,False,False,2026-06-09
BALLYSIZE UPPER,False,False,False,2026-06-09
BANNAGROE,False,False,False,2026-06-09
BLAKESTOWN LOWER,False,False,False,2026-06-09
BLAKESTOWN UPPER,False,False,False,2026-06-09
BRITONSTOWN,False,False,False,2026-06-09
BROUGHILLS HILL,False,False,False,2026-06-09
CONLANS HILL,False,False,False,2026-06-09
COONMORE,False,False,False,2026-06-09
CORRAGH,False,False,False,2026-06-09
DRAGOONHILL,False,False,False,2026-06-09
DRUMREAGH,False,False,False,2026-06-09
DUNBOYKE,False,False,False,2026-06-09
GLEBE ED HOLLYWOOD,False,False,False,2026-06-09
GRANAMORE,False,False,False,2026-06-09
HARRISTOWN,False,False,False,2026-06-09
HOLLYWOOD LOWER,False,False,False,2026-06-09
HOLLYWOOD UPPER,False,False,False,2026-06-09
KILLERK,False,False,False,2026-06-09
KNOCKNADROOSE,False,False,False,2026-06-09
KNOCKNASTREILE,False,False,False,2026-06-09
LOCKSTOWN LOWER,False,False,False,2026-06-09
LOCKSTOWN UPPER,False,False,False,2026-06-09
LUGGLASS LOWER,False,False,False,2026-06-09
LUGGLASS UPPER,False,False,False,2026-06-09
MULLYCAGH LOWER,False,False,False,2026-06-09
MULLYCAGH UPPER,False,False,False,2026-06-09
NEWTOWN ED HOLLYWOOD,False,False,False,2026-06-09
OAKWOOD,False,False,False,2026-06-09
RATHATTIN,False,False,False,2026-06-09
SCALP,False,False,False,2026-06-09
SLIEVECORRAGH,False,False,False,2026-06-09
TOOR,False,False,False,2026-06-09
WALTERSTOWN,False,False,False,2026-06-09
WOODENBOLEY,False,False,False,2026-06-09
AGHFARRELL,False,False,False,2026-06-09
ATHDOWN,False,False,False,2026-06-09
BALLYFOLAN,False,False,False,2026-06-09
BALLYFOYLE,False,False,False,2026-06-09
BUTTER MOUNTAIN,False,False,False,2026-06-09
CARRIGNAGOWER,False,False,False,2026-06-09
CLOGHLEAGH,False,False,False,2026-06-09
GOLDENHILL,False,False,False,2026-06-09
KILBRIDE TALBOTSTOWN LOWER BY,False,False,False,2026-06-09
KIPPURE,False,False,False,2026-06-09
KIPPURE EAST,False,False,False,2026-06-09
KNOCKATILLANE,False,False,False,2026-06-09
KNOCKBANE,False,False,False,2026-06-09
LISHEENS,False,False,False,2026-06-09
MOANASPICK,False,False,False,2026-06-09
SCURLOCKSLEAP,False,False,False,2026-06-09
SHANKILL,False,False,False,2026-06-09
TINODE,False,False,False,2026-06-09
FRIARHILL,False,False,False,2026-06-09
MANOFWAR,False,False,False,2026-06-09
SANDYHILLS,False,False,False,2026-06-09
TOBER DEMESNE,False,False,False,2026-06-09
TOBER LOWER,False,False,False,2026-06-09
TOBER UPPER,False,False,False,2026-06-09
WARDS OF TOBER,False,False,False,2026-06-09
BALLYNURE,False,False,False,2026-06-09
BALLYNURE DEMESNE,False,False,False,2026-06-09
BALLYNURE PARK,False,False,False,2026-06-09
BARONSTOWN LOWER,False,False,False,2026-06-09
BARONSTOWN UPPER,False,False,False,2026-06-09
BURROW,False,False,False,2026-06-09
GLENNACANON,False,False,False,2026-06-09
GRANGECON DEMESNE,False,False,False,2026-06-09
GRANGECON HILL,False,False,False,2026-06-09
GRANGECON LOWER,False,False,False,2026-06-09
GRANGECON PARKS,False,False,False,2026-06-09
GRANGECON ROCKS,False,False,False,2026-06-09
GRANGECON UPPER,False,False,False,2026-06-09
GRIFFINSTOWN GLEN,False,False,False,2026-06-09
GRIFFINSTOWN HILL,False,False,False,2026-06-09
GRIFFINSTOWN LOWER,False,False,False,2026-06-09
GRIFFINSTOWN UPPER,False,False,False,2026-06-09
HARTSTOWN,False,False,False,2026-06-09
KNOCKANREAGH,False,False,False,2026-06-09
KNOCKARIGG,False,False,False,2026-06-09
KNOCKARIGG DEMESNE,False,False,False,2026-06-09
KNOCKARIGG HILL,False,False,False,2026-06-09
KNOCKDOO,False,False,False,2026-06-09
KNOCKNAMUCK LOWER,False,False,False,2026-06-09
KNOCKNAMUCK UPPER,False,False,False,2026-06-09
KNOXTERSHILL,False,False,False,2026-06-09
LACKAREAGH,False,False,False,2026-06-09
LOWTOWN,False,False,False,2026-06-09
MONATORE,False,False,False,2026-06-09
MONEYMORE,False,False,False,2026-06-09
OLDTOWN,False,False,False,2026-06-09
TINORANHILL NORTH,False,False,False,2026-06-09
TINORANHILL SOUTH,False,False,False,2026-06-09
WHITEHILLS,False,False,False,2026-06-09
BALTINGLASS EAST,False,False,False,2026-06-09
BALTINGLASS WEST,False,False,False,2026-06-09
BAWNOGE ED BALTINGLASS,False,False,False,2026-06-09
BOLEYLUG,False,False,False,2026-06-09
CARSROCK,False,False,False,2026-06-09
CLOGHCASTLE,False,False,False,2026-06-09
CLOGH LOWER,False,False,False,2026-06-09
CLOGH UPPER,False,False,False,2026-06-09
COOLINARRIG LOWER,False,False,False,2026-06-09
COOLINARRIG UPPER,False,False,False,2026-06-09
DEERPARK ED BALTINGLASS,False,False,False,2026-06-09
HOLDENSTOWN LOWER,False,False,False,2026-06-09
HOLDENSTOWN UPPER,False,False,False,2026-06-09
IRONGRANGE LOWER,False,False,False,2026-06-09
IRONGRANGE UPPER,False,False,False,2026-06-09
LATHALEERE,False,False,False,2026-06-09
NEWTOWNSAUNDERS,False,False,False,2026-06-09
PINNACLE,False,False,False,2026-06-09
RATHMOON,False,False,False,2026-06-09
SLANEY PARK,False,False,False,2026-06-09
SRUHAUN,False,False,False,2026-06-09
STRATFORD LODGE,False,False,False,2026-06-09
WOODFIELD,False,False,False,2026-06-09
WOODFIELDGLEN,False,False,False,2026-06-09
BALTINGLASS T,False,False,False,2026-06-09
DO BRIDEWELL,False,False,False,2026-06-09
BALLINABARNY GAP,False,False,False,2026-06-09
BALLINARD,False,False,False,2026-06-09
BALLINEDDAN LOWER,False,False,False,2026-06-09
BALLINEDDAN MOUNTAIN,False,False,False,2026-06-09
BALLINEDDAN UPPER,False,False,False,2026-06-09
BALLINFOYLE LOWER,False,False,False,2026-06-09
BALLINFOYLE UPPER,False,False,False,2026-06-09
BALLINTRUER BEG,False,False,False,2026-06-09
BALLINTRUER MORE,False,False,False,2026-06-09
BALLYHUBBOCK LOWER,False,False,False,2026-06-09
BALLYHUBBOCK UPPER,False,False,False,2026-06-09
BALLYREASK,False,False,False,2026-06-09
BALLYTOOLE LOWER,False,False,False,2026-06-09
BALLYTOOLE UPPER,False,False,False,2026-06-09
BALLYVOGHAN,False,False,False,2026-06-09
BALLYVRAGHAN,False,False,False,2026-06-09
BRUSSELSTOWN,False,False,False,2026-06-09
BUSHFIELD,False,False,False,2026-06-09
CAMARA,False,False,False,2026-06-09
CAMARAHILL NORTH,False,False,False,2026-06-09
CAMARAHILL SOUTH,False,False,False,2026-06-09
CANNOW,False,False,False,2026-06-09
CASTLEQUARTER,False,False,False,2026-06-09
CASTLERUDDERY LOWER,False,False,False,2026-06-09
CASTLERUDDERY UPPER,False,False,False,2026-06-09
CASTLESALLAGH,False,False,False,2026-06-09
CLONSHANNON,False,False,False,2026-06-09
COAN,False,False,False,2026-06-09
COLLIGA,False,False,False,2026-06-09
COOLAMADDRA,False,False,False,2026-06-09
COOLMONEY,False,False,False,2026-06-09
DAVIDSTOWN,False,False,False,2026-06-09
DEERPARK ED DONAGHMORE,False,False,False,2026-06-09
DERRYNAMUCK,False,False,False,2026-06-09
DONAGHMORE,False,False,False,2026-06-09
EADESTOWN HILL,False,False,False,2026-06-09
EADESTOWN MIDDLE,False,False,False,2026-06-09
EADESTOWN NORTH,False,False,False,2026-06-09
EADESTOWN SOUTH,False,False,False,2026-06-09
FAUNA,False,False,False,2026-06-09
GIBSTOWN,False,False,False,2026-06-09
KELSHAMORE,False,False,False,2026-06-09
KILBREFFY,False,False,False,2026-06-09
KILLYBEG,False,False,False,2026-06-09
KNICKEEN,False,False,False,2026-06-09
KNOCKADERRY,False,False,False,2026-06-09
KNOCKANDARRAGH,False,False,False,2026-06-09
KNOCKNAMUNNION,False,False,False,2026-06-09
KNOCKANARRIGAN,False,False,False,2026-06-09
LEITRIM,False,False,False,2026-06-09
LEOH,False,False,False,2026-06-09
MONROE,False,False,False,2026-06-09
MOORSPARK,False,False,False,2026-06-09
NEWPARK,False,False,False,2026-06-09
NEWTOWN ED TALBOTSTOWN,False,False,False,2026-06-09
RAHEEN ED BALTINGLASS,False,False,False,2026-06-09
RANDALSTOWN,False,False,False,2026-06-09
ROSTYDUFF LOWER,False,False,False,2026-06-09
ROSTYDUFF UPPER,False,False,False,2026-06-09
SPINANS EAST,False,False,False,2026-06-09
SPINANS HILL,False,False,False,2026-06-09
SPINANS MIDDLE,False,False,False,2026-06-09
SPINANS WEST,False,False,False,2026-06-09
STRANAHELY,False,False,False,2026-06-09
WHITESTOWN LOWER,False,False,False,2026-06-09
WHITESTOWN UPPER,False,False,False,2026-06-09
BALLYLEA,False,False,False,2026-06-09
BYRNESHILL,False,False,False,2026-06-09
FREYNESTOWNHILL,False,False,False,2026-06-09
FREYNESTOWN LOWER,False,False,False,2026-06-09
FREYNESTOWN UPPER,False,False,False,2026-06-09
MOANVAWN,False,False,False,2026-06-09
SHEPHERDSHILL,False,False,False,2026-06-09
TOOLESTOWN,False,False,False,2026-06-09
BALLINROAN LOWER,False,False,False,2026-06-09
BALLINROAN UPPER,False,False,False,2026-06-09
BARRADERRY EAST,False,False,False,2026-06-09
BARRADERRY NORTH,False,False,False,2026-06-09
BARRADERRY WEST,False,False,False,2026-06-09
BOLEYCARRIGEEN,False,False,False,2026-06-09
BROCKNA,False,False,False,2026-06-09
CLOGHNAGAUNE,False,False,False,2026-06-09
COLVINSTOWN LOWER,False,False,False,2026-06-09
COLVINSTOWN UPPER,False,False,False,2026-06-09
DOWNINGS,False,False,False,2026-06-09
ENGLISHTOWN,False,False,False,2026-06-09
FORTGRANITE,False,False,False,2026-06-09
KEADEEN,False,False,False,2026-06-09
KILLALISH LOWER,False,False,False,2026-06-09
KILLALISH UPPER,False,False,False,2026-06-09
KILRANELAGH,False,False,False,2026-06-09
NEWTOWN ED DONAGHHMORE,False,False,False,2026-06-09
TALBOTSTOWN LOWER,False,False,False,2026-06-09
TALBOTSTOWN UPPER,False,False,False,2026-06-09
BALLYBRACK BEG,False,False,False,2026-06-09
BALLYBRACK MORE,False,False,False,2026-06-09
BALLYKILMURRY LOWER,False,False,False,2026-06-09
BALLYKILMURRY UPPER,False,False,False,2026-06-09
BALLYMACONEY,False,False,False,2026-06-09
BAWNOGE ED RATHDANGAN,False,False,False,2026-06-09
BERNAGH,False,False,False,2026-06-09
BORKILL BEG,False,False,False,2026-06-09
BORKILL MORE,False,False,False,2026-06-09
CARRIG LOWER,False,False,False,2026-06-09
CARRIG MOUNTAIN,False,False,False,2026-06-09
CARRIG UPPER,False,False,False,2026-06-09
CORNAN EAST,False,False,False,2026-06-09
CORNAN WEST,False,False,False,2026-06-09
CRANAREEN,False,False,False,2026-06-09
CROSSNACOLE,False,False,False,2026-06-09
DANESFORT LOWER,False,False,False,2026-06-09
DANESFORT UPPER,False,False,False,2026-06-09
DEERPARK ED RATHDANGAN,False,False,False,2026-06-09
DRIM,False,False,False,2026-06-09
FIDDAN,False,False,False,2026-06-09
FIDDANCOYLE,False,False,False,2026-06-09
GRAIGUE,False,False,False,2026-06-09
HIGHPARK LOWER,False,False,False,2026-06-09
HIGHPARK UPPER,False,False,False,2026-06-09
HUMEWOOD,False,False,False,2026-06-09
KELSHA,False,False,False,2026-06-09
KELSHABEG,False,False,False,2026-06-09
KILLAMOAT LOWER,False,False,False,2026-06-09
KILLAMOAT UPPER,False,False,False,2026-06-09
KILTEGAN,False,False,False,2026-06-09
KNOCKAVURRIG,False,False,False,2026-06-09
MUCKDUFF LOWER,False,False,False,2026-06-09
MUCKDUFF UPPER,False,False,False,2026-06-09
MULLANACRANNA,False,False,False,2026-06-09
RATHDANGAN,False,False,False,2026-06-09
RATHDUFFBEG,False,False,False,2026-06-09
RATHGORRAGH LOWER,False,False,False,2026-06-09
RATHGORRAGH UPPER,False,False,False,2026-06-09
SLIEVEREAGH LOWER,False,False,False,2026-06-09
SLIEVEREAGH UPPER,False,False,False,2026-06-09
KILTEGAN T,False,False,False,2026-06-09
BALLINACROW LOWER,False,False,False,2026-06-09
BALLINACROW UPPER,False,False,False,2026-06-09
BALLYHOOK,False,False,False,2026-06-09
BALLYHOOK DEMESNE,False,False,False,2026-06-09
BALLYHOOK HILL,False,False,False,2026-06-09
BALLYNATONE,False,False,False,2026-06-09
GIBRALTAR,False,False,False,2026-06-09
