source_file,source_townland,source_townland_upper,geojson_townland,match_type,match_score,record_count,approval_status
wicklow-census-data.csv,COOLBEG,COOLBEG,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,BALLYCURRY DEMESNE,BALLYCURRY DEMESNE,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,KILQUADE,KILQUADE,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,SALLYMOUNT,SALLYMOUNT,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,KNOCKNABOLEY,KNOCKNABOLEY,KNOCKNABOLEY,EXACT,100,1539,APPROVED
wicklow-census-data.csv,TORNANT LOWER,TORNANT LOWER,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,KEELOGES,KEELOGES,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,RAHEENTEIGE,RAHEENTEIGE,RAHEENTEIGE,EXACT,100,1539,APPROVED
wicklow-census-data.csv,BALLYKILLAGEER LOWER,BALLYKILLAGEER LOWER,,NO_MATCH,0,1539,NEEDS_REVIEW
wicklow-census-data.csv,CRONROE,CRONROE,CRONE,FUZZY,83,1539,PENDING
wicklow-census-data.csv,BALLYKELLY,BALLYKELLY,BALLYKELLY,EXACT,100,1539,APPROVED
